B00004Y7S5;0
6305940959;0
B000087EY0;0
1558908412;0
B00008DDR8;0
B00004R997;0
6305942331;0
B000063V8G;0
B00005JKHN;0
B00004R995;0
B00004R993;0
B00001U0DR;0
B0000640VM;0
B000063V8M;0
B0000694ZS;0
B00005JL96;0
B00004R999;0
B00005JKX4;0
6304711921;0
B00008Y47T;0
1558908404;0
B00005RDSQ;0
B00005RDSN;0
B000085EF7;0
B00005RDST;0
B00003CXHS;0
B000087EXZ;0
B0000683BE;0
6304711867;0
B0000524D0;0
0788816462;0
B00003CXQ7;0
630595027X;0
B00005JLR2;0
B00005JMB3;0
B000089799;0
B000068QPM;0
B00005RDSM;0
B00005O06B;0
1558908374;0
B00003CXWJ;0
B000065V3X;0
B00001TZ6K;0
B00004R99D;0
6305090602;0
B00004R99F;0
B00007ELG3;0
B00004R99H;0
B00007LVCT;0
6305616027;0
B00004U9WR;0
B00004R99J;0
B00004U9WQ;0
B00006LPAJ;0
B00004R99L;0
B000065V43;0
B00004R99O;0
B000065V44;0
B00004R99Q;0
B00004R99S;0
B00004R99U;0
B00004R99W;0
B00004R99Y;0
B00005A1RF;0
B00001QEBQ;0
6305784116;0
B00003CWPX;0
B000096IAI;0
B0000649EQ;0
B000089G5O;0
B00005T7H7;0
B00005KAQJ;0
B00005T7H5;0
B00003CX9W;0
B00005T7H3;0
6305320950;0
B00003CXCQ;0
B00008432O;0
B00008432N;0
B000068NLQ;0
B00006SFIP;0
B000035Z50;0
B000068NLS;0
B000068NLR;0
B00005K9OE;0
B000068NLT;0
B00003CX8Y;0
B000050MN3;0
B00005K9OF;0
B000059XUT;0
B000035Z48;0
B0000764K0;0
B000068MC6;0
B00001QEE8;0
B00005AR3G;0
B00001QEE9;0
B00001QEE6;0
B00001QEE7;0
6305950547;0
B00001QEE4;0
B00001QEE5;0
B000059TCE;0
B000068MBO;0
B00001QEE2;0
B00001QEE3;0
B000059TCD;0
B00003CXB4;0
B00004R9A0;0
B000035Z2T;0
6305949980;0
B00003CXQY;0
B00004R9A4;0
B00005JKDR;0
B00004R9A6;0
B000059Z8M;0
B00005KARI;0
B00005TN8K;0
B00005KARK;0
B00005T5YC;1
B00006LPHB;1
B00004R99B;1
B00005T7HD;1
B00004T2SJ;1
B00004WL3E;1
